parentCompany,businessName,businessType,expires,street,city,state,zipCode
EDGE OF CEDARS FARM LLC,EDGE OF CEDARS FARM LLC,Limited Winery, 06/19/2015,250 SW 7TH STREET,Cedaredge,CO,81413
"EDGE OF CEDARS FARM, LLC",EDGE OF CEDARS FARM & WINERY,Wine Delivery Permit, 04/02/2016,250 SW 7TH STREET,Cedaredge,CO,81413
EDGEWATER INN INC,EDGEWATER INN,Tavern (city), 01/22/2016,5302 W 25TH AVE,Edgewater,CO,802141244
EDNA LLC,GREAT VINES LIQUORS,Liquor Store (city), 11/19/2015,6140 SO GUN CLUB RD #J-1,Aurora,CO,800165306
EDNA-VALLEY LLC,EDNA WINE & SPIRITS,Liquor Store (city), 11/25/2015,7986 W ALAMEDA AVE A & B,Lakewood,CO,80226
EDWARD ANTON CERKOVNIK JR,EDWARD ANTON CERKOVNIK JR,Master File (Person),,5977 SOUTH NOME STREET,Englewood,CO,80111
EDWARDS DISCOUNT LIQUORS INC,BOTTLE 'N CORK,Liquor Store (county), 12/18/2015,0105 EDWARDS VILLAGE BLVD #C 105-106,EDWARDS,CO,816329914
EDWARDS LIQUOR MART INC,RIVERWALK WINE AND SPIRITS,Liquor Store (county), 09/16/2015,34295 HWY 6 BLDG C-1-A,Edwards,CO,81632
EDWARDS RIGHT PRICE MARKET INC,EDWARDS RIGHT PRICE MARKET INC,3.2% Beer Off Premises (city), 08/27/2016,1201 EAST PLATTE AVE,FT MORGAN,CO,807013604
EDWARDS STATION LLC,EDWARDS STATION,3.2% Beer Off Premises (county), 02/06/2016,0436 EDWARDS SPUR RD,Edwards,CO,81632
EDWIN J SANDOVAL INC,ASIAN PALATE THE,Hotel & Restaurant (city), 04/21/2016,328 E MAIN ST,Buena Vista,CO,81211
EFRAIN'S INC,EFRAIN'S,Hotel & Restaurant (city), 08/12/2015,101 E CLEVELAND,Lafayette,CO,800262338
EGGLOO LLC,THAISHI HOUSE,Beer & Wine (city), 06/21/2016,3033 28TH AVE,BOULDER,CO,803011313
EGGROLL KING EAST LTD,EGGROLL KING,Hotel & Restaurant (city), 02/21/2016,4217 S BUCKLEY RD,AURORA,CO,800132947
EIGHTH DAY INC THE,WOLCOTT YACHT CLUB,Tavern (county), 09/01/2015,27190 HWY 6,Wolcott,CO,81655
EIGHTY- FOUR SHEEP DOG LLC,RYNO'S,Tavern (city), 03/18/2016,"434 E COOPER AVE UNITS 4,5,6,8,9,10,12",Aspen,CO,81611
EIO FARM FRESH FOODS LLC,GARDEN GRILL,Hotel & Restaurant (city), 03/26/2016,18301 W COLFAX #A106,Golden,CO,804014837
EL ADOBE MANAGEMENT CO,EL AMIGO RESTAURANT,Hotel & Restaurant (county), 03/03/2016,16399 S GOLDEN RD,GOLDEN,CO,804013775
EL AGAVE AZUL INC,TEQUILA'S FAMILY MEXICAN REST-ARVADA,Hotel & Restaurant (city), 09/18/2015,12391 WEST 64TH AVENUE,Arvada,CO,800044015
"EL BAILE, LLC",EL BANDIDO NIGHT CLUB,Tavern (city), 01/13/2016,618 25TH ST,Garden City,CO,80631
EL BALSANTE INC,MI MEXICO FAMILY MEXICAN RESTAURANT,Hotel & Restaurant (city), 12/17/2015,2480 HIGHWAY 6 & 50,Grand Junction,CO,81505
EL BURRITO INC,EL BURRITO,Hotel & Restaurant (city), 01/30/2016,404 LINDEN ST,FT COLLINS,CO,805242428
EL BURRO PANCHO LLC,EL BURRO PANCHO,Hotel & Restaurant (city), 02/07/2016,125 E MAIN ST #A,Cortez,CO,81321
EL CAMARON LOCO INC,EL CAMARON LOCO,Hotel & Restaurant (city), 07/15/2015,513 HAVANA ST,Aurora,CO,800104319
EL CAMARON LOCO INC,EL CAMARON LOCO,Hotel & Restaurant (city), 02/14/2016,6740 E 72ND AVE,Commerce City,CO,800222102
EL CAMARON LOCO INC,EL CAMARON LOCO,Hotel & Restaurant (city), 03/05/2016,105 A BRIDGE ST,BRIGHTON,CO,806011639
EL CAPORAL CANON CITY INC,EL CAPORAL,Hotel & Restaurant (city), 10/10/2015,1028 MAIN,CANON CITY,CO,812123412
EL CAPORAL NIGHTCLUB INC,EL CAPORAL NIGHTCLUB,Tavern (county), 05/23/2013,1490 W CR 27,BRIGHTON,CO,806039332
EL CAPULIN INC,TEQUILA'S FAMILY MEXICAN RESTAURANT,Hotel & Restaurant (city), 08/26/2015,9900 SANTA FE TRAIL,Trinidad,CO,810829717
EL CARBONCITO RESTAURANT & SPORTS BAR LLC,NEWBARRYS,Hotel & Restaurant (city), 10/29/2015,27B TALISMAN DR UNIT 4,Monte Vista,CO,811449377
EL CHAPULTEPEC ENTERPRISES INC,EL CHAPULTEPEC,Tavern (city), 06/16/2016,1962 MARKET ST,DENVER,CO,802021420
EL CHARRO RESTAURANT LLC,EL CHARRO,Hotel & Restaurant (city), 07/18/2016,2042 E EVANS AVENUE,Pueblo,CO,81004
EL CHUBBY'S INC,EL CHUBBY'S,Hotel & Restaurant (city), 04/18/2016,1191 S ABILENE,AURORA,CO,800124630
EL CIELO II LLC,EL CIELO,Hotel & Restaurant (city), 03/31/2016,2225 W EISENHOWER BLVD,Loveland,CO,805383147
EL CIELO LLC,EL CIELO,Hotel & Restaurant (city), 04/08/2016,3645 W 10TH ST,GREELEY,CO,806341856
EL COCO PIRATA LLC,EL COCO PIRATA,Hotel & Restaurant (city), 04/01/2016,3325 WEST ALAMEDA AVENUE,Denver,CO,80219
EL HERADERO INC,EL HERADERO,Tavern (city), 09/08/2015,125 18TH ST,Greeley,CO,806315910
EL HURACAN LLC,EL HURACAN,Tavern (county), 09/12/2015,2330-2336 S ACADEMY BLVD,Colorado Springs,CO,80916
EL INDIGENA INC,TIA MARIA MEXICAN RESTAURANT,Hotel & Restaurant (county), 02/13/2016,7260 PECOS ST,Denver,CO,802212762
EL JACAL CORP,EL JACAL MEXICAN GRILL,Hotel & Restaurant (city), 10/01/2015,105 8TH AVE,Fort Morgan,CO,80701
EL JAKALITO INC,EL JAKALITO,Beer & Wine (county), 05/06/2016,2280 S QUEBEC ST # C&D,Denver,CO,802315313
EL JALISCIENSE INC,MARISCOS Y TACOS EL TAPATIO,Hotel & Restaurant (city), 05/21/2016,1012 37TH STREET,Evans,CO,80620
EL JALISCIENSE LLC,EL JALISCIENSE,Hotel & Restaurant (city), 11/04/2015,4105 WADSWORTH BLVD,Wheat Ridge,CO,80033
EL JARDIN INC,EL JARDIN,Hotel & Restaurant (city), 01/12/2016,6460 E 73RD AVE,Commerce City,CO,800221768
EL JEBEL SHRINE ASSOCIATION,OASIS RESTAURANT,Club License (city), 10/14/2015,4625 W 50TH AVE,Denver,CO,802122901
EL JEBOWL INC,EL JEBOWL INC,Tavern (county), 05/27/2016,280 FAVRE LANE,El Jebel,CO,816239574
EL JIMADOR INC,EL JIMADOR,Hotel & Restaurant (city), 11/20/2015,196 SOUTH UNION BLVD,LAKEWOOD,CO,802282203
EL KORA INC,EL KORITA RESTAURANT,Hotel & Restaurant (city), 03/17/2016,251 HARRIS ST,BASALT,CO,816218408
EL LUCERITO 2 LLC,EL LUCERITO 2,Hotel & Restaurant (city), 11/15/2015,"2295 S CHAMBERS RD, UNIT A,B",Aurora,CO,800144544
EL LUCHADOR LLC,EL LUCHADOR,Hotel & Restaurant (city), 01/12/2016,1703 FEDERAL BLVD,Denver,CO,80204
EL MANANTIAL LLC,MAX'S MEXICAN RESTAURANT,Hotel & Restaurant (city), 05/13/2016,6999 W COLFAX AVE,Lakewood,CO,802145372
EL MESCAL INC,TEQUILA'S MEXICAN FAMILY RESTAURANT,Hotel & Restaurant (city), 12/05/2015,2454 HWY 6&50 SUITE 119& 120,GRAND JUNCTION,CO,81505
EL MESON INC,EL MESON MEXICAN RESTAURANT,Hotel & Restaurant (city), 03/28/2016,794 E PERRY ST UNIT EF,Castle Rock,CO,801041713
EL MEX BAR AND GRILLINC,EL MEX BAR AND GRILL,Tavern (city), 02/23/2016,3801 E 46TH AVE,DENVER,CO,802166515
EL MIRADOR INC,EL MIRADOR,Hotel & Restaurant (city), 04/08/2016,11370 HURON ST,Northglenn,CO,80234
EL MIRADOR NIGHTCLUBINC,EL MIRADOR NIGHTCLUB,Tavern (city), 08/16/2015,5660 W COLFAX AVE,Lakewood,CO,802141818
EL NOPAL INC,TEQUILA'S FAMILY MEXICAN RESTAURANT,Hotel & Restaurant (city), 02/10/2016,1535 S KIPLING PARKWAY,Lakewood,CO,80232
"EL ORIGINAL MEXICAN & AMERICAN GRILL, INC",EL ORIGINAL MEXICAN & AMERICAN GRILL,Hotel & Restaurant (city), 06/28/2016,10471 SOUTH PARKER ROAD #6B,Parker,CO,80134
EL PACIFICO LLC,EL PACIFICO RESTAURANT,Hotel & Restaurant (city), 06/29/2015,920 GRAND AVE,Grand Lake,CO,80447
EL PADRINO INC,EL PADRINO MEXICAN RESTAURANT,Hotel & Restaurant (city), 08/21/2015,4745 FEDERAL BLVD,Denver,CO,802111129
EL PARAISO 2 LLC,EL PARAISO FAMILY RESTAURANT,Hotel & Restaurant (city), 05/12/2016,314 CHARLES ST,BUENA VISTA,CO,81211
EL PARAISO LLC,EL PARAISO,Tavern (city), 08/13/2015,112 S MAIN ST,Gunnison,CO,812302333
EL PASO CLUB,EL PASO CLUB,Club License (city), 12/31/2015,30 E PLATTE AVE,Colorado Springs,CO,809031221
EL PASO COMPANY & 7-ELEVEN INC,7-ELEVEN STORE 39339A,3.2% Beer Off Premises (county), 10/23/2015,1810 MAIN ST,Colorado Springs,CO,80911
EL PASO COMPANY__&7-ELEVEN INC,7-ELEVEN STORE 39472A,3.2% Beer Off Premises (city), 10/10/2015,4325 S CAREFREE CIRCLE,COLORADO SPRINGS,CO,809173124
EL PASO COMPANY__&7-ELEVEN INC,7-ELEVEN STORE 39459A,3.2% Beer Off Premises (city), 04/18/2016,408 GARDEN OF THE GODS RD,COLORADO SPRINGS,CO,80907
EL PASO COUNTY FAIRGROUNDS CORP,EL PASO COUNTY FAIRGROUNDS CORP,Optional Premises (county), 05/03/2016,366 10TH ST,CALHAN,CO,808088446
EL PASO LIQUOR INC,EL PASO LIQUOR,Liquor Store (city), 01/22/2016,1508 ATCHISON,Trinidad,CO,81082
EL PATRON INC,EL KORITA,Hotel & Restaurant (city), 05/20/2016,106 S WILCOX ST,Castle Rock,CO,80104
EL POLLO RICO CORPORATION,EL POLLO RICO,Hotel & Restaurant (city), 10/24/2015,0952 HWY 133,Carbondale,CO,816231834
EL PUEBLITO #2 INC,EL PUEBLITO,Hotel & Restaurant (city), 02/21/2016,1499 W EISENHOWER BLVD,LOVELAND,CO,805373110
EL PUEBLITO INC,EL PUEBLITO,Hotel & Restaurant / Optional (city), 07/01/2015,4619 S MASON ST UNIT C-8,Fort Collins,CO,80525
EL RANCHERITO MEXICAN FOOD INC,EL RANCHERITO MEXICAN FOOD,Hotel & Restaurant (city), 04/02/2016,195 FEDERAL BLVD,Denver,CO,802191532
EL REAL INC,PLAYA AZUL II,Hotel & Restaurant (city), 09/24/2015,1423 S FEDERAL BLVD,DENVER,CO,802194720
EL REY LIQUOR LLC,EL REY LIQUOR,Liquor Store (city), 11/13/2015,3746 E PIKES PEAK AVE,COLORADO SPRINGS,CO,809166569
EL ROBLE INC,CASA PATRON,Hotel & Restaurant (city), 11/14/2015,1215 W PLATTE AVE,Fort Morgan,CO,80701
EL SENOR SOL  INC,EL SENOR SOL MEXICAN FOOD,Hotel & Restaurant (county), 12/01/2015,15900 W COLFAX AVE,Golden,CO,804013853
EL SENOR SOL 2 INC,EL SENOR SOL REAL MEXICAN FOOD,Hotel & Restaurant (county), 03/12/2016,5935 S ZANG ST UNIT 14 & 15,Littleton,CO,801274647
EL SINALOENSE NIGHT CLUB LLC,EL SINALOENSE NIGHT CLUB,Tavern (city), 11/05/2015,1750 W MISSISSIPPI AVE,DENVER,CO,802233013
EL TACO AZTECA LLC,EL TACO AZTECA,Beer & Wine (city), 10/05/2015,4275 W FLORIDA AVE,Denver,CO,802193735
EL TACO LOCO II LLC,EL TACO LOCO II,Tavern (city), 01/16/2016,909 CARBONDALE DR,DACONO,CO,805149550
EL TAPATIO ARAPAHOE INC,EL TAPATIO MEXICAN RESTAURANT,Hotel & Restaurant (city), 06/05/2016,9281 E ARAPAHOE RD,GREENWOOD VILLAGE,CO,801123620
EL TAPATIO INC,EL TAPATIO,Hotel & Restaurant (city), 07/26/2016,3601 S WADSWORTH BLVD,Lakewood,CO,802352102
EL TAPATIO LLC,EL TAPATIO,Hotel & Restaurant (city), 03/25/2016,393 E 2ND ST UNIT #4,Parachute,CO,81635
EL TAPATIO LLC,EL TAPATIO,Hotel & Restaurant (city), 08/01/2016,1145 NORTH AVE,Grand Junction,CO,815013142
EL TAPATIO MISSISSIPPI INC,EL TAPATIO,Hotel & Restaurant (city), 04/09/2016,1080 S WADSWORTH BLVD,LAKEWOOD,CO,802144308
EL TEJADO INC,EL TEJADO RESTAURANT,Hotel & Restaurant (city), 11/14/2015,2651 S BROADWAY,DENVER,CO,802105704
EL TEJANO CORP,LAS PALMITAS #2,Hotel & Restaurant (county), 07/01/2016,3589 N CAREFREE CIRCLE,Colorado Springs,CO,80917
EL TEQUILENO #1,TEQUILAS,Hotel & Restaurant (city), 12/17/2015,2790 S HAVANA ST #X1,AURORA,CO,800148601
EL TEQUILERO INC,PUEBLO VIEJO FAMILY MEXICAN RESTAURANT,Hotel & Restaurant (city), 11/04/2015,310 S ACADEMY BLVD,Colorado Springs,CO,80910
EL TORITO # 3,EL TORITO 3,Hotel & Restaurant (city), 06/06/2016,4978 LEETSDALE DR,Glendale,CO,80246
EL TORO RESTAURANT INC,EL TORO RESTAURANT INC,Hotel & Restaurant (city), 08/30/2015,4957 COLORADO BLVD,Denver,CO,802163115
EL VERGELITO CORPORATION,EL VERGELITO,Tavern (city), 02/26/2016,314 MARION AVE,Platteville,CO,80651
ELAN GROUP LLC THE,DOS SANTOS,Hotel & Restaurant (city), 12/10/2015,1475 E 17TH AVENUE,Denver,CO,80218
ELB IMPORTS LLC,ELB IMPORTS LLC,Importer (vinous & spirituous), 04/16/2016,6492 E MINERAL PL,CENTENNIAL,CO,801123018
ELBERT DISTRIBUTING COMPANY INC,UNCLE'S PIZZERIA,Hotel & Restaurant (city), 10/31/2015,120 W OLIVE ST,Fort Collins,CO,805217108
ELBETHEL LLC,BALAGERU ETHIOPIAN RESTAURANT & BAR,Hotel & Restaurant (city), 10/02/2015,5707 E COLFAX AVE,Denver,CO,80220
ELDORA ENTERPRISES LLC,ELDORA MOUNTAIN RESORT,Hotel & Restaurant / Optional (county), 11/14/2015,2861 ELDORA SKI RD #140,Eldora,CO,80437
ELDORADO LIQUOR INC,ELDO WINE & SPIRITS,Liquor Store (county), 02/10/2016,1807 FOOTHILLS HIGHWAY,Boulder,CO,80303
ELECTRIC TRIANGLE CORP,RACINES RESTAURANT,Hotel & Restaurant (city), 06/04/2016,650 SHERMAN ST,DENVER,CO,802033510
ELEGANT WINE AND SPIRITS LLC,ELEGANT WINE AND SPIRITS LLC,Wholesale (vinous & spirituous), 09/26/2015,"2500 W 4TH AVE, UNIT 3, V1-V2",Denver,CO,80219
ELEMENTAL FOODS LLC,SEASONS ROTISSERIE & GRILL,Hotel & Restaurant (city), 11/30/2015,764 MAIN AVE,Durango,CO,813015437
"ELEVATION 5003 DISTILLERY, LLC","ELEVATION 5003 DISTILLERY, LLC",Wholesale (vinous & spirituous), 06/18/2016,"2601 SOUTH LEMAY AVENUE, SUITE #8",Fort Collins,CO,80525
"ELEVATION 5003 DISTILLERY, LLC","ELEVATION 5003 DISTILLERY, LLC",Manufacturer (distillery & rectifier), 06/18/2016,"2601 SOUTH LEMAY AVENUE, SUITE #8",Fort Collins,CO,80525
ELEVATION BEER COMPANY LLC,ELEVATION BEER COMPANY,Wholesale Beer (malt liquor), 01/10/2016,115 PAHLONE PKWY,PONCHA SPRINGS,CO,81242
ELEVATION BEER COMPANY LLC,ELEVATION BEER COMPANY,Manufacturer (brewery), 01/10/2016,115 PAHLONE PKWY,PONCHA SPRINGS,CO,81242
ELEVATION LIQUORS INC,ELEVATION LIQUORS,Liquor Store (city), 07/12/2016,1904 W EISENHOWER BLVD,Loveland,CO,805373136
ELEVATION VAIL PARTNERS LLC,CRESPELLE,Hotel & Restaurant (city), 01/27/2016,232 BRIDGE ST,Vail,CO,81657
ELINOFF GALLERY INC,ELINOFF & CO,Art Gallery Permit, 06/22/2016,204 WEST COLORADO AVENUE  UNIT A,Telluride,CO,81435
ELITCH LANES INC,ELITCH LANES,Tavern (city), 04/08/2016,3825 TENNYSON ST,DENVER,CO,802122107
ELITE BRANDS OF COLORADO INC,ELITE BRANDS OF COLORADO INC,Wholesale (vinous & spirituous), 01/15/2016,4780 HOLLY STREET,Denver,CO,80216
ELITE BRANDS OF COLORADO INC,ELITE BRANDS OF COLORADO INC,Wholesale Beer (malt liquor), 01/15/2016,4780 HOLLY ST,Denver,CO,80216
ELIZABETH INC,ROMA RESTAURANT,Hotel & Restaurant (city), 07/10/2016,728 16TH ST,Greeley,CO,80631
ELK CREEK MARINA LLC,ELK CREEK MARINA,3.2% Beer Off Premises (county), 06/03/2016,24830 US 50,Gunnison,CO,81230
ELK CREEK MARINA LLC,LAKE FORK MARINA,3.2% Beer Off Premises (county), 06/03/2016,1677 HWY 92,Gunnison,CO,81230
ELK CREEK MARINA LLC,PAPPY'S RESTAURANT,Hotel & Restaurant (county), 06/03/2016,24830 US 50,Gunnison,CO,81230
ELK CREEK MINING LLC,ELK CREEK MINING CO,Hotel & Restaurant (city), 07/21/2016,502 W MAIN,New Castle,CO,81647
ELK CREEK RANCH RESTAURANT LLC,ELK CREEK RANCH RESTAURANT,Hotel & Restaurant (county), 12/04/2015,1111 COUNTY ROAD 54,Meeker,CO,81641
ELK HORN ART GALLERYINC,ELK HORN ART GALLERY,Art Gallery Permit, 05/14/2013,78878 US HIGHWAY 40#B,WINTER PARK,CO,80482
ELK LIQUOR STORE INC,ELK LIQUOR STORE,Liquor Store (city), 01/10/2016,1111 W VICTORY WAY #135,CRAIG,CO,816252950
ELK MOUNTAIN BREWING INC,ELK MOUNTAIN BREWING,Wholesale Beer (malt liquor), 09/09/2015,18921 PLAZA DR #104,Parker,CO,801349679
ELK MOUNTAIN BREWING INC,ELK MOUNTAIN BREWING INC,Manufacturer (brewery), 09/09/2015,18921 PLAZA DR #104,Parker,CO,801349679
ELK MOUNTAIN LODGE IN CB INC,ELK MOUNTAIN LODGE,Hotel & Restaurant (city), 05/22/2016,129 GOTHIC AVE,CRESTED BUTTE,CO,81224
ELK RIVER GUEST RANCH INC,ELK RIVER GUEST RANCH,Optional Premises (county), 10/01/2015,29840 ROUTT COUNTY RD 64,Clark,CO,80428
ELKS TAVERN INC,ELKS TAVERN INC,Tavern (city), 01/01/2016,105 MAIN ST,Oak Creek,CO,804670000
ELKSNORT INC,BUCKSNORT SALOON,Hotel & Restaurant (county), 02/18/2016,15921 ELK CREEK RD,Pine,CO,804708905
ELKWOOD MANOR INC,ELKWOOD MANOR,Bed & Breakfast Permit, 01/10/2016,85 EASY ST,PAGOSA SPRINGS,CO,811477865
ELLA BLISS BEAUTY BAR LLC,ELLA BLISS BEAUTY BAR,Tavern (city), 03/09/2016,640 BROADWAY,Denver,CO,80203
ELLA BLISS BEAUTY BAR LLC,ELLA BLISS BEAUTY BAR,Beer & Wine (city), 08/07/2015,8575 EAST ARAPAHOE RD STE N,Greenwood Village,CO,80112
ELLIOTT GEORGE V,GVE IMPORT SERVICES,Importer (vinous & spirituous), 07/02/2016,19112 E WYOMING PL #107,Aurora,CO,800176369
"ELLIS RANCH, INC",ELLIS RANCH EVENT CENT & WEDDING PARK,Tavern (county), 10/23/2015,2331 ELLIS RANCH LANE,Loveland,CO,80538
ELLISON KATHERINE I,FREEMONS GENERAL STORE,3.2% Beer Off Premises (county), 06/25/2016,39354 HC 70,CREEDE,CO,811309801
ELMER SUDS LTD,ELMER SUDS LIQUOR MART,Liquor Store (city), 06/18/2016,820 CASTLE VALLEY BLVD 104,New Castle,CO,816479441
ELOTE'S CAFE RESTAURANT & BAR INC,ELOTE'S CAFE RESTAURANT & BAR,Hotel & Restaurant (city), 06/18/2016,2600 EAST STREET UNIT G,Golden,CO,80401
ELSA RESTAURANT AND LOUNGE LLC,ELSA GUGSA FAMILY RESTAURANT,Hotel & Restaurant (county), 03/26/2016,1180 S PARKER RD,Denver,CO,80231
"ELSEROUGI, INC AND 7-ELEVEN INC",7-ELEVEN STORE 27238A,3.2% Beer Off Premises (city), 12/07/2015,8378 SHERIDAN BLVD,Westminster,CO,800036001
"ELSI, INC & 7-ELEVEN, INC",7-ELEVEN STORE 36697A,3.2% Beer Off Premises (city), 02/12/2016,5090 FEDERAL BLVD,Denver,CO,80221
ELVA ERICKA ALEMAN,DELICIAS TAMALES Y TAQUERIA,Hotel & Restaurant (city), 10/29/2015,206 W NORTHERN AVE,Pueblo,CO,81004
ELVINA AND YOUSAF LLC,KWIK KORNER,3.2% Beer Off Premises (city), 03/27/2016,437 MEADOWLARK DR,Berthoud,CO,80513
ELYSIUM FINE WINES LLC,ELYSIUM FINE WINES,Wholesale (vinous & spirituous), 04/23/2016,445 BRYANT STREET UNIT 3,Denver,CO,80239
EM ENTERPRISE INC & 7-ELEVEN INC,7-ELEVEN STORE 13185A,3.2% Beer Off Premises (city), 10/17/2015,830 16TH ST,Greeley,CO,80631
EMBASSY SUITES DENVER AIRPORT,EMBASSY SUITES DENVER AIRPORT,Hotel & Restaurant (city), 05/04/2016,4444 N HAVANA ST,Denver,CO,80239
EMERALD VALLEY RANCH LLC,RANCH AT EMERALD VALLEY THE,Optional Premises (county), 07/10/2016,7855 OLD STAGE ROAD,Colorado Springs,CO,80906
EMHT INC & 7-ELEVEN INC,7-ELEVEN STORE 36013A,3.2% Beer Off Premises (city), 05/04/2016,12060 E 120TH AVE,Henderson,CO,80640
EMILIO'S ALMOST FAMOUS INC,EMILIO'S ALMOST FAMOUS,Hotel & Restaurant (city), 05/13/2016,10081 WADSWORTH PKWY SUITE 130,Westminster,CO,80021
EMILY INC,EL TAPATIO,Hotel & Restaurant (city), 01/19/2016,588 SUMMIT BLVD,Broomfield,CO,800218219
EMPIRE CRABHOUSE LLC,JAX FISH HOUSE,Hotel & Restaurant (city), 12/07/2015,928 PEARL ST,Boulder,CO,803045109
EMPIRE DIM SUM SEAFOOD RESTAURANT LLC,EMPIRE PALACE,Beer & Wine (city), 04/09/2016,2721 S COLLEGE AVE  # 413,Fort Collins,CO,80526
EMPIRE LIQUORS INC,EMPIRE LIQUORS,Liquor Store (city), 07/09/2016,3381 N ACADEMY BLVD,Colorado Springs,CO,809185103
EMPIRE PIZZA LLC,PIZZERIA DA LUPO,Hotel & Restaurant (city), 09/16/2015,2525 ARAPAHOE #H-5B,BOULDER,CO,803026720
EMPORTS LLC,EMPORTS LLC,Importer (vinous & spirituous), 08/02/2015,924 MIRCOS ST,Erie,CO,805165414
EMPRESS SEAFOOD RESTAURANT INC,EMPRESS SEAFOOD RESTAURANT INC,Hotel & Restaurant (city), 08/12/2015,2825 W ALAMEDA AVE,DENVER,CO,802192901
EMR CORPORATION,LA BOTANA,Hotel & Restaurant (city), 11/15/2015,8995 N WASHINGTON ST,THORNTON,CO,802294536
EN EL PUERTO VALLARTA LLC,EN EL PUERTO VALLARTA,Hotel & Restaurant (city), 05/04/2016,9538 E. MONTVIEW BLVD,Aurora,CO,80010
ENCHANTED REALMS GAMES & GIFTS LLC,ENCHANTED REALMS GAMES & GIFTS,Tavern (county), 04/04/2016,6799 BISMARK RD STE I&J,Colorado Springs,CO,809151189
END OF THE TRAIL LLC,END OF THE TRAIL,Tavern (city), 12/14/2015,653 CEDAR ST,HUDSON,CO,80642
ENDLESS WATER LLC,COAL MINE DRAGON,Hotel & Restaurant (county), 09/02/2016,12482 KEN CARYL AVE STE A-3,Littleton,CO,801273726
ENDLESS WINTER INC,RUDI'S DELI,Beer & Wine (city), 05/17/2016,"78699 MAIN STREET/US HWY 40 UNIT 2100,2100B",WINTER PARK,CO,80482
ENE INC,FIESTA GUADALAJARA GLENWOOD,Hotel & Restaurant (city), 06/16/2016,503 PINE ST,GLENWOOD SPRINGS,CO,816013031
ENGA LTD,SERGIO'S,Hotel & Restaurant (city), 11/20/2015,1224 N 25TH STREET,Grand Junction,CO,81501
ENJ LLC,M&M LIQUORS,Liquor Store (city), 05/09/2016,18881 E COLFAX AVE UNIT 1,AURORA,CO,800116100
ENOTEC IMPORTS INC,ENOTEC IMPORTS,Importer (vinous & spirituous), 01/30/2016,566 ST PAUL STREET,DENVER,CO,80206
ENTERPRISE HOTELS OF COLORADO INC,ROCKS MODERN GRILL,Hotel & Restaurant (county), 01/20/2016,26 AVONDALE LN,Avon,CO,81620
ENVC LIQUOR LLC,ENVC LIQUOR,Liquor Store (city), 03/05/2016,24300 E SMOKY HILL RD #108,Aurora,CO,80016
ENVOY AIR INC,AMERICAN EAGLE AIRLINES,Public Transportation, 12/03/2015,2100 AIRPORT RD,Montrose,CO,814015970
ENXU & ENCI CORPORATION,SUSHI HAI,Hotel & Restaurant (city), 01/14/2016,3600 W 32ND AVE STE D,Denver,CO,80211
EOFF LARSON,DISCOUNT LIQUORS,Liquor Store (city), 03/21/2016,489 FLORIDA RD,Durango,CO,81301
EP BIG HORN RESTAURANT INC,BIG HORN RESTAURANT,Beer & Wine (city), 01/22/2016,401 W ELKHORN AVE,Estes Park,CO,80517
EP RESORTS INC.,MARY'S LAKE LODGE,Tavern (city), 03/11/2016,2625 MARY'S LAKE RD UNIT 1,Estes Park,CO,80517
EPA INC,LAKEWOOD GRILL,Hotel & Restaurant (city), 06/17/2016,8100 W COLFAX AVE,Denver,CO,80214
EPERNAY LLC,EPERNAY,Tavern (city), 11/08/2015,1080 14TH ST SPACE 1A-3 THRU 1A-6,Denver,CO,802042344
"EPIC BREWING COMPANY, LLC",EPIC BREWING COMPANY,Manufacturer (brewery), 04/25/2016,3001 - 3025 WALNUT ST,Denver,CO,80205
"EPIC BREWING COMPANY, LLC",EPIC BREWING COMPANY,Wholesale Beer (malt liquor), 04/25/2016,3001- 3025 WALNUT ST,Denver,CO,80205
EPICUREAN CATERINGLLC,MANGIA BEVI,Hotel & Restaurant (city), 09/09/2015,6363 S FIDDLERS GREEN CIR,GREENWOOD VILLAGE,CO,801114917
EPICUREAN ENTERTNMNT LLC,EPICUREAN SPORTS ENTERPRISES LLC,Hotel & Restaurant / Optional (city), 08/06/2015,"1801 BRYANT ST, #600",Denver,CO,802041759
EPOP LLC,ERNIES BAR AND PIZZA,Hotel & Restaurant (city), 01/27/2016,2915 W 44TH AVE,DENVER,CO,802111407
EQUINOX BREWING COMPANY INC,EQUINOX BREWING COMPANY INC,Manufacturer (brewery), 04/05/2016,133 REMINGTON ST,FT COLLINS,CO,805242833
EQUINOX BREWING COMPANY INC,EQUINOX BREWING COMPANY INC,Wholesale Beer (malt liquor), 04/05/2016,133 REMINGTON ST,FT COLLINS,CO,805242833
ERIE LIQUORS INC,RIDGE LIQUORS,Liquor Store (city), 12/09/2015,3333 ARAPAHOE RIDGE A3,Erie,CO,80516
ERIMART INC & 7-ELEVEN INC,7-ELEVEN STORE 36492A,3.2% Beer Off Premises (city), 04/21/2016,5995 W 38TH AVE,Wheat Ridge,CO,80212
ERITREAN COMMUNITY IN COLORADO,ERITREAN COMMUNITY IN COLORADO,Club License (city), 11/16/2015,6677 LEETSDALE DR,DENVER,CO,802461598
ESCALANTE GOLF-PINE CREEK LP,PINE CREEK GOLF CLUB II,Hotel & Restaurant / Optional (city), 01/12/2016,9850 DIVOT TRAIL,Colorado Springs,CO,809201400
